symbol,track,entry_time,exit_time,side,lots,entry_price,exit_price,entry_fee,exit_fee,slippage_cost,gross_pnl,net_pnl,exit_reason,holding_bars,regime
AU_IDX,synthetic,2015-08-12 06:30:00,2015-08-13 14:30:00,LONG,1,702.92,729.5685714285715,35.146,36.47842857142858,40.0,26648.571428571588,26576.94700000016,stop,128,BULL_TREND
AU_IDX,synthetic,2015-08-14 02:00:00,2015-08-14 09:00:00,LONG,1,701.62,703.1785714285714,35.081,35.158928571428575,40.0,1558.5714285714403,1488.3315000000118,stop,28,BULL_TREND
AU_IDX,synthetic,2015-08-20 21:45:00,2015-08-20 22:45:00,SHORT,1,750.5400000000001,750.5600000000001,37.52700000000001,37.528000000000006,40.0,-19.99999999998181,-95.05499999998182,stop,4,BULL_TREND
AU_IDX,synthetic,2015-08-23 05:30:00,2015-08-23 16:00:00,SHORT,1,764.8000000000001,764.82,38.24000000000001,38.241,40.0,-19.99999999998181,-96.48099999998182,stop,42,BULL_TREND
AU_IDX,synthetic,2015-08-24 02:45:00,2015-08-24 03:45:00,SHORT,1,761.6800000000001,761.88,38.08400000000001,38.094,40.0,-199.9999999999318,-276.1779999999318,stop,4,BULL_TREND
AU_IDX,synthetic,2015-08-27 18:30:00,2015-08-27 20:00:00,LONG,1,719.98,716.6600000000001,35.999,35.833000000000006,40.0,-3319.9999999999363,-3391.831999999936,stop,6,BULL_TREND
AU_IDX,synthetic,2015-08-31 18:00:00,2015-09-01 14:15:00,SHORT,1,714.98,707.4914285714285,35.749,35.37457142857143,40.0,7488.571428571504,7417.447857142933,stop,81,BULL_TREND
AU_IDX,synthetic,2015-09-06 19:45:00,2015-09-06 20:15:00,LONG,1,616.86,616.84,30.843,30.842000000000002,40.0,-19.99999999998181,-81.68499999998181,stop,2,BULL_TREND
AU_IDX,synthetic,2015-09-10 08:30:00,2015-09-10 09:00:00,LONG,1,558.88,558.86,27.944000000000003,27.943,40.0,-19.99999999998181,-75.88699999998181,stop,2,BULL_TREND
AU_IDX,synthetic,2015-09-25 09:30:00,2015-09-25 10:15:00,SHORT,1,616.52,616.54,30.826,30.827,40.0,-19.99999999998181,-81.65299999998182,stop,3,BULL_TREND
AU_IDX,synthetic,2015-10-12 11:45:00,2015-10-12 12:00:00,SHORT,1,639.94,639.96,31.997,31.998,40.0,-19.99999999998181,-83.99499999998181,stop,1,BULL_TREND
AU_IDX,synthetic,2015-10-24 01:00:00,2015-10-24 02:00:00,LONG,1,663.4399999999999,663.26,33.172,33.163000000000004,40.0,-179.99999999994998,-246.33499999994999,stop,4,BULL_TREND
AU_IDX,synthetic,2015-10-28 22:30:00,2015-10-28 23:15:00,SHORT,1,696.9200000000001,698.56,34.84600000000001,34.928000000000004,40.0,-1639.9999999998727,-1709.7739999998728,stop,3,BULL_TREND
AU_IDX,synthetic,2015-11-05 14:00:00,2015-11-05 16:00:00,SHORT,1,623.1800000000001,637.0178571428572,31.159000000000006,31.850892857142867,40.0,-13837.85714285716,-13900.867035714302,stop,8,BULL_TREND
AU_IDX,synthetic,2015-11-10 05:00:00,2015-11-10 05:30:00,SHORT,1,606.7800000000001,606.8000000000001,30.339000000000006,30.340000000000007,40.0,-19.99999999998181,-80.67899999998183,stop,2,WHIPSAW_RANGE
AU_IDX,synthetic,2015-11-13 14:15:00,2015-11-13 15:00:00,SHORT,1,605.5400000000001,605.5600000000001,30.277000000000008,30.278000000000006,40.0,-19.99999999998181,-80.55499999998182,stop,3,WHIPSAW_RANGE
AU_IDX,synthetic,2015-11-14 18:15:00,2015-11-14 18:30:00,SHORT,1,601.4200000000001,601.44,30.07100000000001,30.072000000000003,40.0,-19.99999999998181,-80.14299999998182,stop,1,WHIPSAW_RANGE
AU_IDX,synthetic,2015-11-15 09:45:00,2015-11-15 13:00:00,LONG,1,608.54,608.52,30.427000000000003,30.426000000000002,40.0,-19.99999999998181,-80.85299999998182,stop,13,WHIPSAW_RANGE
AU_IDX,synthetic,2015-11-19 10:45:00,2015-11-19 11:45:00,LONG,1,605.24,604.36,30.262,30.218,40.0,-879.9999999999955,-940.4799999999954,stop,4,WHIPSAW_RANGE
AU_IDX,synthetic,2015-11-22 09:45:00,2015-11-22 14:30:00,SHORT,1,606.6,606.62,30.330000000000002,30.331000000000003,40.0,-19.99999999998181,-80.66099999998181,stop,19,WHIPSAW_RANGE
AU_IDX,synthetic,2015-11-25 11:45:00,2015-11-25 12:30:00,LONG,1,609.1,607.7800000000001,30.455000000000002,30.389000000000006,40.0,-1319.9999999999363,-1380.8439999999362,stop,3,WHIPSAW_RANGE
AU_IDX,synthetic,2015-12-05 20:15:00,2015-12-05 21:15:00,SHORT,1,608.2800000000001,608.3000000000001,30.41400000000001,30.415000000000006,40.0,-19.99999999998181,-80.82899999998182,stop,4,WHIPSAW_RANGE
AU_IDX,synthetic,2015-12-06 05:45:00,2015-12-06 06:15:00,LONG,1,566.26,566.24,28.313000000000002,28.312,40.0,-19.99999999998181,-76.62499999998181,stop,2,WHIPSAW_RANGE
AU_IDX,synthetic,2015-12-08 00:00:00,2015-12-08 01:30:00,LONG,1,577.0,574.88,28.85,28.744,40.0,-2120.0000000000045,-2177.5940000000046,stop,6,WHIPSAW_RANGE
AU_IDX,synthetic,2015-12-08 08:00:00,2015-12-08 09:00:00,SHORT,1,600.0,600.02,30.0,30.001,40.0,-19.99999999998181,-80.00099999998181,stop,4,WHIPSAW_RANGE
AU_IDX,synthetic,2015-12-10 07:00:00,2015-12-10 19:15:00,LONG,1,596.4399999999999,623.3499999999999,29.821999999999996,31.167499999999997,40.0,26909.999999999967,26849.010499999968,stop,49,WHIPSAW_RANGE
AU_IDX,synthetic,2015-12-13 00:15:00,2015-12-13 01:00:00,SHORT,1,598.14,598.16,29.907,29.908,40.0,-19.99999999998181,-79.81499999998181,stop,3,WHIPSAW_RANGE
AU_IDX,synthetic,2015-12-20 09:45:00,2015-12-20 10:30:00,LONG,1,616.72,616.7,30.836000000000002,30.835,40.0,-19.99999999998181,-81.6709999999818,stop,3,WHIPSAW_RANGE
AU_IDX,synthetic,2015-12-24 23:15:00,2015-12-25 00:45:00,SHORT,1,608.22,608.24,30.411,30.412000000000003,40.0,-19.99999999998181,-80.82299999998182,stop,6,WHIPSAW_RANGE
AU_IDX,synthetic,2015-12-25 03:15:00,2015-12-25 15:00:00,SHORT,1,622.08,616.8542857142858,31.104000000000003,30.84271428571429,40.0,5225.714285714275,5163.767571428561,stop,47,WHIPSAW_RANGE
AU_IDX,synthetic,2015-12-26 04:15:00,2015-12-26 05:00:00,LONG,1,598.64,598.62,29.932000000000002,29.931,40.0,-19.99999999998181,-79.86299999998181,stop,3,WHIPSAW_RANGE
AU_IDX,synthetic,2015-12-30 09:15:00,2015-12-30 10:00:00,SHORT,1,637.84,640.14,31.892000000000003,32.007000000000005,40.0,-2299.9999999999545,-2363.8989999999544,stop,3,WHIPSAW_RANGE
AU_IDX,synthetic,2016-01-05 21:45:00,2016-01-06 02:45:00,SHORT,1,600.72,600.74,30.036,30.037000000000003,40.0,-19.99999999998181,-80.07299999998182,stop,20,WHIPSAW_RANGE
AU_IDX,synthetic,2016-01-13 11:15:00,2016-01-14 21:00:00,LONG,1,575.12,592.7728571428572,28.756,29.638642857142866,40.0,17652.857142857214,17594.46250000007,stop,135,WHIPSAW_RANGE
AU_IDX,synthetic,2016-01-17 00:00:00,2016-01-17 02:00:00,LONG,1,560.66,554.5600000000001,28.033,27.72800000000001,40.0,-6099.999999999909,-6155.7609999999095,stop,8,WHIPSAW_RANGE
AU_IDX,synthetic,2016-01-24 04:00:00,2016-01-24 05:00:00,SHORT,1,586.4,586.42,29.32,29.321,40.0,-19.99999999998181,-78.64099999998182,stop,4,WHIPSAW_RANGE
AU_IDX,synthetic,2016-01-25 19:45:00,2016-01-26 00:45:00,SHORT,1,581.72,581.74,29.086000000000002,29.087,40.0,-19.99999999998181,-78.17299999998181,stop,20,WHIPSAW_RANGE
AU_IDX,synthetic,2016-01-29 17:45:00,2016-01-29 19:45:00,LONG,1,603.88,596.6600000000001,30.194000000000003,29.833000000000006,40.0,-7219.999999999914,-7280.026999999914,stop,8,WHIPSAW_RANGE
AU_IDX,synthetic,2016-01-30 20:45:00,2016-01-31 15:00:00,SHORT,1,661.0,613.8457142857143,33.050000000000004,30.692285714285717,40.0,47154.28571428572,47090.54342857143,stop,73,WHIPSAW_RANGE
AU_IDX,synthetic,2016-02-11 21:45:00,2016-02-11 22:15:00,LONG,1,597.64,597.62,29.882,29.881,40.0,-19.99999999998181,-79.76299999998182,stop,2,WHIPSAW_RANGE
AU_IDX,synthetic,2016-02-25 21:45:00,2016-02-25 22:45:00,SHORT,1,630.6800000000001,632.26,31.534000000000006,31.613000000000003,40.0,-1579.9999999999272,-1643.1469999999274,stop,4,WHIPSAW_RANGE
AU_IDX,synthetic,2016-02-26 21:30:00,2016-02-26 23:00:00,LONG,1,588.68,583.76,29.434,29.188000000000002,40.0,-4919.999999999959,-4978.621999999959,stop,6,WHIPSAW_RANGE
AU_IDX,synthetic,2016-03-03 01:45:00,2016-03-03 02:30:00,LONG,1,598.52,598.5,29.926000000000002,29.925,40.0,-19.99999999998181,-79.85099999998181,stop,3,WHIPSAW_RANGE
AU_IDX,synthetic,2016-03-10 12:30:00,2016-03-10 13:00:00,SHORT,1,575.26,575.28,28.763,28.764000000000003,40.0,-19.99999999998181,-77.52699999998183,stop,2,WHIPSAW_RANGE
AU_IDX,synthetic,2016-03-11 18:30:00,2016-03-11 19:45:00,SHORT,1,626.48,626.5,31.324,31.325000000000003,40.0,-19.99999999998181,-82.64899999998181,stop,5,WHIPSAW_RANGE
