symbol,regime,trades,win_rate_pct,net_pnl
TA_IDX,GRINDING_CHOP,100,61.0,12929.698300000566
TA_IDX,PANIC_CRASH,367,78.2016348773842,78841.9640928572
TA_IDX,WHIPSAW_RANGE,323,84.21052631578947,112659.62677142868
MA_IDX,BULL_TREND,262,69.46564885496184,55223.24199999997
MA_IDX,GRINDING_CHOP,81,49.382716049382715,-7003.255999999999
MA_IDX,PANIC_CRASH,343,81.04956268221575,95243.76322499997
MA_IDX,WHIPSAW_RANGE,318,81.44654088050315,100102.8015
SA_IDX,BULL_TREND,315,66.34920634920634,41784.635399999795
SA_IDX,GRINDING_CHOP,60,58.333333333333336,1370.5738000000829
SA_IDX,PANIC_CRASH,396,67.17171717171718,56678.1768071428
SA_IDX,WHIPSAW_RANGE,345,79.13043478260869,87940.72039999987
SI_IDX,BULL_TREND,258,72.86821705426357,53181.01149999999
SI_IDX,GRINDING_CHOP,82,54.87804878048781,-180.75150000000093
SI_IDX,PANIC_CRASH,356,78.93258426966293,76048.96054464288
SI_IDX,WHIPSAW_RANGE,305,76.0655737704918,76302.54625000001
FG_IDX,BULL_TREND,274,61.67883211678832,8236.490214285725
FG_IDX,GRINDING_CHOP,30,56.666666666666664,2304.567799999885
FG_IDX,PANIC_CRASH,363,69.42148760330579,56774.73650000001
FG_IDX,WHIPSAW_RANGE,344,74.70930232558139,64049.3366
LC_IDX,BULL_TREND,257,66.14785992217898,27086.768
LC_IDX,GRINDING_CHOP,42,47.61904761904761,-2799.953500000001
LC_IDX,PANIC_CRASH,351,68.94586894586895,22261.49673214285
LC_IDX,WHIPSAW_RANGE,372,76.88172043010752,76844.9395
CF_IDX,BULL_TREND,284,74.29577464788733,53848.3390625
CF_IDX,GRINDING_CHOP,100,57.99999999999999,2386.5164999999984
CF_IDX,PANIC_CRASH,348,80.45977011494253,86055.792
CF_IDX,WHIPSAW_RANGE,319,82.44514106583071,77604.40675
SR_IDX,BULL_TREND,329,75.07598784194529,55171.75234999989
SR_IDX,GRINDING_CHOP,163,77.30061349693251,42390.439971428736
SR_IDX,PANIC_CRASH,375,80.80000000000001,99320.17969999989
SR_IDX,WHIPSAW_RANGE,340,82.94117647058825,93133.75519999993
C_IDX,BULL_TREND,243,67.07818930041152,35272.39805714275
C_IDX,GRINDING_CHOP,93,65.59139784946237,-120.42069999977002
C_IDX,PANIC_CRASH,365,77.26027397260275,80024.49957857149
C_IDX,WHIPSAW_RANGE,335,79.70149253731343,91533.57319999994
M_IDX,BULL_TREND,309,76.37540453074433,59566.95626071427
M_IDX,GRINDING_CHOP,99,65.65656565656566,5612.70990000049
M_IDX,PANIC_CRASH,352,79.82954545454545,93703.85869999995
M_IDX,WHIPSAW_RANGE,328,80.1829268292683,102260.50229999998
Y_IDX,BULL_TREND,320,77.5,67321.99499999988
Y_IDX,GRINDING_CHOP,120,68.33333333333333,22983.354799999805
Y_IDX,PANIC_CRASH,422,79.38388625592417,99960.11160714281
Y_IDX,WHIPSAW_RANGE,340,78.23529411764706,69942.47938571428
P_IDX,BULL_TREND,324,77.77777777777779,63658.12491428548
P_IDX,GRINDING_CHOP,134,77.61194029850746,30315.935599999895
P_IDX,PANIC_CRASH,363,77.96143250688705,94834.50240000008
P_IDX,WHIPSAW_RANGE,365,82.46575342465754,119393.7464
